rfq_id,product_type,basket_type,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency_days,quoted_implied_vol,notional_credits,counterparty,trader_id,requested_date,executed,start_date,end_date,avg_duration_months,structural_base_vol_mean,structural_base_vol_max,structural_base_vol_min,structural_base_vol_std,realized_vol_63d_mean,realized_vol_63d_max,realized_vol_63d_min,realized_vol_63d_std,n_underlyings
RFQ-011878,Holocron Reverse Convertible,single,1.2782,0.7815,0,60,0.1936,250000,Jabba Asset Management,TRD-025,2020-03-11,False,,,,0.22,0.22,0.22,0.0,0.4173095849471805,0.4173095849471805,0.4173095849471805,0.0,1
RFQ-015774,Holocron Reverse Convertible,single,1.1815,0.7648,0,90,0.1239,100000,Jabba Asset Management,TRD-002,2020-03-11,True,2020-03-13,2024-10-28,27.08,0.14,0.14,0.14,0.0,0.267443823383913,0.267443823383913,0.267443823383913,0.0,1
RFQ-023616,Kessel Run Snowball,worst_of,1.0,0.5055,3,90,0.2874,1000000,Jabba Asset Management,TRD-023,2020-03-11,False,,,,0.28500000000000003,0.3,0.27,0.021213203435596385,0.5092575777818917,0.5543298276879294,0.4641853278758541,0.06374178710378789,2
RFQ-000898,Mandalorian Twin-Win,single,1.3927,0.8215,0,60,0.2815,1000000,Kamino Cloning Trust,TRD-004,2020-03-12,True,2020-03-14,2022-10-24,14.42,0.31,0.31,0.31,0.0,0.6213990784678892,0.6213990784678892,0.6213990784678892,0.0,1
RFQ-001275,Holocron Reverse Convertible,single,1.3309,0.7712,0,60,0.3,1000000,Kamino Cloning Trust,TRD-028,2020-03-12,False,,,,0.32,0.32,0.32,0.0,0.5990880056139481,0.5990880056139481,0.5990880056139481,0.0,1
RFQ-003798,Holocron Reverse Convertible,single,1.3814,0.7993,0,90,0.0954,250000,First Order Financial,TRD-037,2020-03-12,False,,,,0.11,0.11,0.11,0.0,0.2060492159809136,0.2060492159809136,0.2060492159809136,0.0,1
RFQ-003823,Kessel Run Snowball,worst_of,1.0,0.542,6,60,0.3287,2000000,Alderaan Wealth Partners,TRD-028,2020-03-12,True,2020-03-17,2029-02-07,58.04,0.285,0.35,0.22,0.09192388155425116,0.49168244764379687,0.5652984339745007,0.418066461313093,0.1041087262763538,2
RFQ-021601,Wretched Hive Digital,worst_of,1.2632,0.6,0,180,0.3572,100000,Banco de Coruscant,TRD-028,2020-03-12,True,2020-03-15,2027-06-02,78.43,0.305,0.5,0.11,0.27577164466275356,0.5869802641995606,0.9679113124182076,0.2060492159809136,0.53871785471981,2
RFQ-022526,Kessel Run Snowball,worst_of,1.0,0.5916,6,90,0.2274,250000,First Order Financial,TRD-028,2020-03-12,True,2020-03-14,2022-09-02,22.44,0.22999999999999998,0.31,0.15,0.1131370849898476,0.45049865786550614,0.6213990784678892,0.279598237263123,0.24168969263115653,2
RFQ-023437,Wretched Hive Digital,worst_of,1.1708,0.6,0,90,0.174,250000,Kamino Cloning Trust,TRD-016,2020-03-12,True,2020-03-15,2026-09-12,46.82,0.145,0.18,0.11,0.04949747468305832,0.2657468040747086,0.3254443921685035,0.2060492159809136,0.08442513872320744,2
RFQ-000080,Mandalorian Twin-Win,single,1.2198,0.7945,0,90,0.1103,1000000,Kamino Cloning Trust,TRD-022,2020-03-13,False,,,,0.11,0.11,0.11,0.0,0.2068038559768092,0.2068038559768092,0.2068038559768092,0.0,1
RFQ-000748,Death Star Phoenix Note,worst_of,1.0097,0.6766,0,30,0.4354,500000,Jabba Asset Management,TRD-025,2020-03-13,False,,,,0.37,0.42,0.32,0.07071067811865474,0.6292266720088608,0.6592657473056529,0.5991875967120687,0.04248166768586998,2
RFQ-001073,Kessel Run Snowball,worst_of,1.0,0.643,4,30,0.1099,1000000,Kamino Cloning Trust,TRD-016,2020-03-13,False,,,,0.125,0.14,0.11,0.02121320343559643,0.236246806812269,0.2656897576477288,0.2068038559768092,0.0416386203877915,2
RFQ-001914,Holocron Reverse Convertible,single,1.2222,0.7008,0,90,0.1506,500000,Kamino Cloning Trust,TRD-013,2020-03-13,True,2020-03-15,2025-12-03,31.04,0.15,0.15,0.15,0.0,0.2791077215020107,0.2791077215020107,0.2791077215020107,0.0,1
RFQ-002843,Death Star Phoenix Note,worst_of,1.0097,0.615,0,180,0.3898,250000,Chandrila Sovereign Fund,TRD-018,2020-03-13,True,2020-03-18,2024-06-21,34.94,0.33999999999999997,0.42,0.26,0.1131370849898476,0.5290454594081438,0.6592657473056529,0.3988251715106348,0.18415929724078633,2
RFQ-003281,Kessel Run Snowball,worst_of,1.0,0.6164,3,90,0.4071,1000000,Alderaan Wealth Partners,TRD-011,2020-03-13,True,2020-03-18,2024-04-08,37.35,0.36,0.42,0.3,0.08485281374238571,0.6067457640846194,0.6592657473056529,0.554225780863586,0.07427447256679291,2
RFQ-003322,Death Star Phoenix Note,worst_of,0.9951,0.57,0,90,0.2434,500000,Chandrila Sovereign Fund,TRD-026,2020-03-13,True,2020-03-15,2030-01-03,60.86,0.22999999999999998,0.31,0.15,0.11313708498984762,0.4586567282718112,0.6382057350416117,0.2791077215020107,0.25392064048447055,2
RFQ-008723,Death Star Phoenix Note,worst_of,1.0048,0.6302,2,180,0.3484,500000,Banco de Coruscant,TRD-031,2020-03-13,True,2020-03-16,2024-07-17,42.97,0.305,0.5,0.11,0.27577164466275356,0.7499683166487322,1.2931327773206551,0.2068038559768092,0.7681505468813011,2
RFQ-012803,Sith Eternal Snowball,worst_of,1.0,0.5737,1,365,0.2786,500000,Kamino Cloning Trust,TRD-022,2020-03-13,True,2020-03-16,2025-09-26,53.58,0.27666666666666667,0.35,0.18,0.08736894948054101,0.4789453053902168,0.5554613644892827,0.3271487708177817,0.1314611067878039,3
RFQ-013555,Holocron Reverse Convertible,single,1.2098,0.848,0,180,0.367,1000000,Jabba Asset Management,TRD-022,2020-03-13,False,,,,0.32,0.32,0.32,0.0,0.5991875967120687,0.5991875967120687,0.5991875967120687,0.0,1
RFQ-015324,Kessel Run Snowball,worst_of,1.0,0.5876,6,60,0.1988,500000,First Order Financial,TRD-029,2020-03-13,False,,,,0.21500000000000002,0.28,0.15,0.09192388155425121,0.38441604468885343,0.4897243678756962,0.2791077215020107,0.14892845888160208,2
RFQ-019916,Holocron Reverse Convertible,single,1.2625,0.8192,0,30,0.1541,100000,Chandrila Sovereign Fund,TRD-028,2020-03-13,True,2020-03-14,2022-11-07,23.05,0.14,0.14,0.14,0.0,0.2656897576477288,0.2656897576477288,0.2656897576477288,0.0,1
RFQ-020389,Sith Eternal Snowball,worst_of,1.0,0.5938,0,30,0.1954,2000000,Chandrila Sovereign Fund,TRD-013,2020-03-13,False,,,,0.21333333333333335,0.27,0.11,0.08962886439832503,0.36460446742172214,0.4881843747777226,0.2068038559768092,0.14377775047420752,3
RFQ-022056,Holocron Reverse Convertible,single,1.3942,0.7275,0,90,0.3871,500000,First Order Financial,TRD-014,2020-03-13,True,2020-03-17,2027-12-28,15.12,0.35,0.35,0.35,0.0,0.5554613644892827,0.5554613644892827,0.5554613644892827,0.0,1
RFQ-023261,Kessel Run Snowball,worst_of,1.0,0.5999,6,90,0.1655,250000,First Order Financial,TRD-013,2020-03-13,False,,,,0.165,0.22,0.11,0.07778174593052023,0.31419157315423585,0.4215792903316625,0.2068038559768092,0.15186916606460296,2
RFQ-001254,Death Star Phoenix Note,worst_of,1.0165,0.6185,2,30,0.2448,500000,Corellian Capital,TRD-020,2020-03-16,True,2020-03-19,2026-02-24,28.98,0.20500000000000002,0.27,0.14,0.09192388155425119,0.3940563808852384,0.5222577010913623,0.2658550606791145,0.18130404574963627,2
RFQ-002142,Sith Eternal Snowball,worst_of,1.0,0.5666,5,90,0.2463,250000,Alderaan Wealth Partners,TRD-024,2020-03-16,True,2020-03-19,2026-06-30,60.63,0.24,0.31,0.11,0.11269427669584646,0.46358041830643004,0.6233087346202902,0.204644872290625,0.22627729277161035,3
RFQ-005400,Sith Eternal Snowball,worst_of,1.0,0.5528,2,60,0.3326,100000,Corellian Capital,TRD-004,2020-03-16,True,2020-03-19,2025-10-08,41.44,0.29,0.42,0.18,0.12124355652982141,0.5007746717782278,0.6528410330470306,0.3272252811962905,0.16386746130541724,3
RFQ-005662,Wretched Hive Digital,worst_of,1.2351,0.6,0,180,0.1763,250000,First Order Financial,TRD-003,2020-03-16,True,2020-03-19,2026-04-18,61.44,0.20500000000000002,0.26,0.15,0.07778174593052024,0.3405240909305278,0.4006840580221986,0.2803641238388571,0.08507904137295982,2
RFQ-006336,Sith Eternal Snowball,worst_of,1.0,0.6277,4,180,0.273,500000,Banco de Coruscant,TRD-018,2020-03-16,True,2020-03-18,2027-03-09,59.26,0.2333333333333333,0.32,0.11,0.1096965511460289,0.44003829428945856,0.5932123094863885,0.204644872290625,0.20692072504551978,3
RFQ-006730,Mandalorian Twin-Win,single,1.2937,0.785,0,90,0.2807,2000000,First Order Financial,TRD-034,2020-03-16,False,,,,0.26,0.26,0.26,0.0,0.4006840580221986,0.4006840580221986,0.4006840580221986,0.0,1
RFQ-007701,Wretched Hive Digital,worst_of,1.2922,0.6,0,30,0.3116,5000000,First Order Financial,TRD-031,2020-03-16,True,2020-03-18,2026-07-08,53.41,0.27,0.32,0.22,0.07071067811865475,0.507656789613527,0.5932123094863885,0.4221012697406655,0.12099377654008157,2
RFQ-008345,Wretched Hive Digital,worst_of,1.2628,0.6,0,90,0.2316,500000,Kamino Cloning Trust,TRD-024,2020-03-16,True,2020-03-17,2027-10-23,71.81,0.23,0.32,0.14,0.12727922061357855,0.42953368508275147,0.5932123094863885,0.2658550606791145,0.23147653050219524,2
RFQ-009947,Kessel Run Snowball,worst_of,1.0,0.5567,3,30,0.1485,100000,Kamino Cloning Trust,TRD-002,2020-03-16,False,,,,0.145,0.18,0.11,0.04949747468305832,0.26593507674345773,0.3272252811962905,0.204644872290625,0.08667743837781593,2
RFQ-014776,Death Star Phoenix Note,worst_of,0.9876,0.6229,0,90,0.2398,500000,Corellian Capital,TRD-035,2020-03-16,True,2020-03-17,2027-04-28,40.73,0.25,0.28,0.22,0.04242640687119288,0.4557481304313946,0.4893949911221237,0.4221012697406655,0.04758384672010726,2
RFQ-016853,Wretched Hive Digital,worst_of,1.3784,0.6,0,90,0.2373,2000000,Chandrila Sovereign Fund,TRD-005,2020-03-16,True,2020-03-17,2025-04-25,53.26,0.24,0.26,0.22,0.028284271247461915,0.41139266388143203,0.4221012697406655,0.4006840580221986,0.015144255640235927,2
RFQ-019632,Holocron Reverse Convertible,single,1.2449,0.7433,0,1,0.1066,250000,Chandrila Sovereign Fund,TRD-026,2020-03-16,False,,,,0.11,0.11,0.11,0.0,0.204644872290625,0.204644872290625,0.204644872290625,0.0,1
RFQ-004576,Holocron Reverse Convertible,single,1.3119,0.7331,0,30,0.1297,100000,Kamino Cloning Trust,TRD-028,2020-03-17,True,2020-03-21,2029-04-22,44.39,0.14,0.14,0.14,0.0,0.26583143575917,0.26583143575917,0.26583143575917,0.0,1
RFQ-005415,Mandalorian Twin-Win,single,1.345,0.796,0,90,0.1693,500000,Kamino Cloning Trust,TRD-013,2020-03-17,True,2020-03-22,2025-05-04,12.3,0.18,0.18,0.18,0.0,0.3391189262922879,0.3391189262922879,0.3391189262922879,0.0,1
RFQ-007552,Sith Eternal Snowball,worst_of,1.0,0.6018,3,1,0.2561,250000,Banco de Coruscant,TRD-031,2020-03-17,True,2020-03-18,2026-12-06,43.37,0.24,0.3,0.14,0.08717797887081347,0.4409339657867124,0.5693544731984732,0.26583143575917,0.1570540257068262,3
RFQ-008416,Kessel Run Snowball,worst_of,1.0,0.5645,6,30,0.213,5000000,Corellian Capital,TRD-008,2020-03-17,True,2020-03-20,2029-05-08,46.34,0.245,0.27,0.22,0.0353553390593274,0.47609004058393223,0.5290401243641116,0.4231399568037528,0.07488272661072135,2
RFQ-009561,Death Star Phoenix Note,worst_of,0.9917,0.6978,1,180,0.2146,1000000,Banco de Coruscant,TRD-002,2020-03-17,True,2020-03-18,2024-01-11,31.62,0.20500000000000002,0.26,0.15,0.07778174593052023,0.33729933033739423,0.4009644133293553,0.2736342473454331,0.09003602381684,2
RFQ-012231,Wretched Hive Digital,worst_of,1.2335,0.6,0,90,0.2277,500000,Banco de Coruscant,TRD-003,2020-03-17,False,,,,0.20500000000000002,0.27,0.14,0.09192388155425119,0.3974357800616408,0.5290401243641116,0.26583143575917,0.1861166485797726,2
RFQ-013517,Sith Eternal Snowball,worst_of,1.0,0.6147,3,90,0.2704,1000000,Corellian Capital,TRD-001,2020-03-17,False,,,,0.29,0.35,0.22,0.06557438524302,0.5131543136879751,0.5693544731984732,0.4231399568037528,0.07875418185186978,3
RFQ-015758,Kessel Run Snowball,worst_of,1.0,0.6242,5,180,0.3454,500000,Alderaan Wealth Partners,TRD-005,2020-03-17,False,,,,0.36,0.42,0.3,0.08485281374238571,0.6128247455896365,0.6562950179807999,0.5693544731984732,0.06147624877563589,2
RFQ-016105,Holocron Reverse Convertible,single,1.2485,0.8056,0,180,0.1078,500000,Chandrila Sovereign Fund,TRD-031,2020-03-17,True,2020-03-17,2029-06-30,52.07,0.11,0.11,0.11,0.0,0.2039190176045063,0.2039190176045063,0.2039190176045063,0.0,1
RFQ-018899,Holocron Reverse Convertible,single,1.2802,0.7097,0,30,0.185,1000000,First Order Financial,TRD-027,2020-03-17,False,,,,0.18,0.18,0.18,0.0,0.3391189262922879,0.3391189262922879,0.3391189262922879,0.0,1
RFQ-020136,Death Star Phoenix Note,worst_of,0.9853,0.6332,1,365,0.2057,100000,Alderaan Wealth Partners,TRD-002,2020-03-17,True,2020-03-18,2027-06-10,53.56,0.2,0.22,0.18,0.028284271247461915,0.38112944154802036,0.4231399568037528,0.3391189262922879,0.05941184043693866,2
RFQ-022173,Holocron Reverse Convertible,single,1.2235,0.8102,0,90,0.4723,100000,First Order Financial,TRD-003,2020-03-17,True,2020-03-19,2026-07-13,9.62,0.42,0.42,0.42,0.0,0.6562950179807999,0.6562950179807999,0.6562950179807999,0.0,1
RFQ-023374,Death Star Phoenix Note,worst_of,0.967,0.6023,1,90,0.3833,2000000,Alderaan Wealth Partners,TRD-004,2020-03-17,True,2020-03-22,2029-12-15,86.17,0.38,0.5,0.26,0.16970562748477142,0.8459160592283722,1.2908677051273891,0.4009644133293553,0.6292566522306207,2
RFQ-024758,Holocron Reverse Convertible,single,1.2037,0.8377,0,30,0.3896,250000,Alderaan Wealth Partners,TRD-001,2020-03-17,True,2020-03-22,2024-01-06,6.29,0.42,0.42,0.42,0.0,0.6562950179807999,0.6562950179807999,0.6562950179807999,0.0,1
RFQ-010460,Holocron Reverse Convertible,single,1.2501,0.819,0,90,0.3793,1000000,Kamino Cloning Trust,TRD-030,2020-03-18,True,2020-03-19,2028-07-06,13.29,0.35,0.35,0.35,0.0,0.5510208200257457,0.5510208200257457,0.5510208200257457,0.0,1
RFQ-010998,Wretched Hive Digital,worst_of,1.3072,0.6,0,365,0.1952,500000,Jabba Asset Management,TRD-011,2020-03-18,False,,,,0.205,0.3,0.11,0.13435028842544403,0.38794409823119924,0.5708322472829692,0.2050559491794292,0.25864290078632524,2
RFQ-013551,Kessel Run Snowball,worst_of,1.0,0.6452,6,180,0.3234,250000,Corellian Capital,TRD-028,2020-03-18,True,2020-03-21,2022-08-16,26.16,0.30000000000000004,0.32,0.28,0.02828427124746191,0.5439381918661624,0.5748168797586399,0.5130595039736849,0.04366905920582756,2
RFQ-015748,Sith Eternal Snowball,worst_of,1.0,0.6169,3,180,0.2582,1000000,Kamino Cloning Trust,TRD-002,2020-03-18,True,2020-03-18,2029-11-02,80.52,0.27,0.35,0.14,0.11357816691600543,0.46495041085798844,0.5748168797586399,0.2690135327895796,0.1701029342930296,3
RFQ-016892,Mandalorian Twin-Win,single,1.2373,0.7727,0,30,0.3101,250000,First Order Financial,TRD-038,2020-03-18,False,,,,0.27,0.27,0.27,0.0,0.5396070182269656,0.5396070182269656,0.5396070182269656,0.0,1
RFQ-017210,Mandalorian Twin-Win,single,1.3539,0.7767,0,90,0.1216,250000,Corellian Capital,TRD-021,2020-03-18,True,2020-03-18,2026-12-14,51.82,0.11,0.11,0.11,0.0,0.2050559491794292,0.2050559491794292,0.2050559491794292,0.0,1
RFQ-020835,Death Star Phoenix Note,worst_of,0.981,0.5604,0,90,0.3663,250000,Banco de Coruscant,TRD-008,2020-03-18,True,2020-03-21,2024-04-12,37.56,0.425,0.5,0.35,0.10606601717798214,0.9230866449323316,1.2951524698389176,0.5510208200257457,0.5261805356784273,2
RFQ-022052,Wretched Hive Digital,worst_of,1.3939,0.6,0,30,0.4581,100000,Banco de Coruscant,TRD-033,2020-03-18,False,,,,0.405,0.5,0.31,0.13435028842544403,0.9528223906602081,1.2951524698389176,0.6104923114814986,0.4841278407827865,2
RFQ-002471,Wretched Hive Digital,worst_of,1.1584,0.6,0,180,0.2876,100000,Kamino Cloning Trust,TRD-016,2020-03-19,True,2020-03-22,2027-05-13,52.3,0.315,0.32,0.31,0.007071067811865481,0.589693662682633,0.6102569511289072,0.5691303742363588,0.029080881407710937,2
RFQ-008225,Kessel Run Snowball,worst_of,1.0,0.5307,5,30,0.282,250000,Kamino Cloning Trust,TRD-023,2020-03-19,True,2020-03-20,2023-01-24,21.71,0.32499999999999996,0.35,0.3,0.03535533905932739,0.5612542317093236,0.5703204960723015,0.5521879673463458,0.012821634022183158,2
RFQ-011677,Holocron Reverse Convertible,single,1.3732,0.7286,0,365,0.1104,100000,Banco de Coruscant,TRD-023,2020-03-19,False,,,,0.11,0.11,0.11,0.0,0.2090885903536196,0.2090885903536196,0.2090885903536196,0.0,1
RFQ-011972,Sith Eternal Snowball,worst_of,1.0,0.5582,6,365,0.2189,100000,First Order Financial,TRD-021,2020-03-19,False,,,,0.21,0.3,0.15,0.07937253933193772,0.3964230782782465,0.5703204960723015,0.278865030828924,0.15367877388627582,3
RFQ-016335,Kessel Run Snowball,worst_of,1.0,0.5312,5,180,0.1788,250000,Kamino Cloning Trust,TRD-011,2020-03-19,False,,,,0.2,0.26,0.14,0.08485281374238571,0.34162930943389824,0.4141904216665897,0.2690681972012068,0.10261690902034855,2
RFQ-017596,Sith Eternal Snowball,worst_of,1.0,0.6092,4,90,0.3048,100000,Jabba Asset Management,TRD-031,2020-03-19,False,,,,0.32,0.5,0.18,0.163707055437449,0.7193067101075048,1.3046457196393462,0.3400837079335141,0.5142546304831456,3
RFQ-020763,Death Star Phoenix Note,worst_of,0.9844,0.6938,2,60,0.2114,500000,Chandrila Sovereign Fund,TRD-016,2020-03-19,True,2020-03-20,2029-11-09,56.04,0.21500000000000002,0.28,0.15,0.0919238815542512,0.396027866789289,0.513190702749654,0.278865030828924,0.1656932716212423,2
RFQ-022348,Sith Eternal Snowball,worst_of,1.0,0.5868,1,90,0.2314,1000000,Chandrila Sovereign Fund,TRD-038,2020-03-19,False,,,,0.23666666666666666,0.42,0.11,0.16258331197676268,0.3982327763377662,0.6455260307261649,0.2090885903536196,0.22395400299379903,3
RFQ-001082,Kessel Run Snowball,worst_of,1.0,0.6013,4,365,0.2745,500000,Jabba Asset Management,TRD-033,2020-03-20,False,,,,0.305,0.5,0.11,0.27577164466275356,0.7625821043194425,1.3129667093272062,0.2121974993116789,0.7783613729233383,2
RFQ-004477,Sith Eternal Snowball,worst_of,1.0,0.6091,2,180,0.3579,500000,Chandrila Sovereign Fund,TRD-001,2020-03-20,False,,,,0.36000000000000004,0.42,0.31,0.055677643628300216,0.6031371228381234,0.646404730572975,0.5529268338245074,0.04712409057619224,3
RFQ-005279,Kessel Run Snowball,worst_of,1.0,0.5361,4,90,0.1685,250000,Kamino Cloning Trust,TRD-005,2020-03-20,False,,,,0.16,0.18,0.14,0.028284271247461888,0.3118976933589261,0.3478216384605213,0.2759737482573309,0.05080413037662243,2
RFQ-005386,Mandalorian Twin-Win,single,1.3613,0.8197,0,30,0.3965,250000,Jabba Asset Management,TRD-031,2020-03-20,False,,,,0.35,0.35,0.35,0.0,0.5529268338245074,0.5529268338245074,0.5529268338245074,0.0,1
RFQ-007802,Wretched Hive Digital,worst_of,1.3603,0.6,0,30,0.3977,500000,Jabba Asset Management,TRD-023,2020-03-20,False,,,,0.38,0.5,0.26,0.16970562748477142,0.8666143037719151,1.3129667093272062,0.4202618982166239,0.6312376255341487,2
RFQ-010571,Holocron Reverse Convertible,single,1.2948,0.7764,0,180,0.457,250000,Jabba Asset Management,TRD-005,2020-03-20,False,,,,0.42,0.42,0.42,0.0,0.646404730572975,0.646404730572975,0.646404730572975,0.0,1
RFQ-017447,Mandalorian Twin-Win,single,1.3185,0.8067,0,365,0.3628,100000,Nal Hutta Traders,TRD-039,2020-03-20,True,2020-03-23,2027-06-11,25.79,0.35,0.35,0.35,0.0,0.5529268338245074,0.5529268338245074,0.5529268338245074,0.0,1
RFQ-018672,Sith Eternal Snowball,worst_of,1.0,0.569,2,60,0.2592,5000000,First Order Financial,TRD-021,2020-03-20,False,,,,0.3,0.5,0.18,0.17435595774162696,0.6910212104677645,1.3129667093272062,0.3478216384605213,0.5395838403409454,3
RFQ-019008,Death Star Phoenix Note,worst_of,1.0198,0.6503,0,365,0.3258,500000,Banco de Coruscant,TRD-003,2020-03-20,True,2020-03-22,2023-09-08,36.74,0.29000000000000004,0.31,0.27,0.028284271247461867,0.5754377562542135,0.6100798041168876,0.5407957083915395,0.048991253915771575,2
RFQ-020063,Wretched Hive Digital,worst_of,1.3395,0.6,0,60,0.218,500000,Alderaan Wealth Partners,TRD-001,2020-03-20,False,,,,0.21000000000000002,0.28,0.14,0.09899494936611666,0.394421767883432,0.512869787509533,0.2759737482573309,0.1675107957914667,2
RFQ-021617,Sith Eternal Snowball,worst_of,1.0,0.5769,2,30,0.2922,500000,Jabba Asset Management,TRD-026,2020-03-20,True,2020-03-20,2024-06-28,30.14,0.2933333333333333,0.42,0.11,0.16258331197676265,0.47050968790305375,0.646404730572975,0.2121974993116789,0.2285353788284842,3
RFQ-022300,Mandalorian Twin-Win,single,1.1888,0.8481,0,30,0.1523,1000000,Kamino Cloning Trust,TRD-028,2020-03-20,True,2020-03-22,2026-02-07,27.64,0.14,0.14,0.14,0.0,0.2759737482573309,0.2759737482573309,0.2759737482573309,0.0,1
RFQ-023781,Mandalorian Twin-Win,single,1.3522,0.7606,0,90,0.168,100000,Nal Hutta Traders,TRD-038,2020-03-20,False,,,,0.18,0.18,0.18,0.0,0.3478216384605213,0.3478216384605213,0.3478216384605213,0.0,1
RFQ-000006,Sith Eternal Snowball,worst_of,1.0,0.5952,2,365,0.1739,100000,Chandrila Sovereign Fund,TRD-012,2020-03-23,False,,,,0.15666666666666665,0.18,0.14,0.020816659994661306,0.3080595543470168,0.3639012736464617,0.2787265201620099,0.04838096162393426,3
RFQ-001260,Sith Eternal Snowball,worst_of,1.0,0.6216,6,30,0.2898,500000,Kamino Cloning Trust,TRD-031,2020-03-23,False,,,,0.32,0.42,0.22,0.1,0.5453984368906533,0.6464387463351869,0.4137003516109673,0.11935960166266685,3
RFQ-002191,Wretched Hive Digital,worst_of,1.3834,0.6,0,365,0.2738,1000000,Chandrila Sovereign Fund,TRD-025,2020-03-23,False,,,,0.315,0.35,0.28,0.04949747468305829,0.54164234943891,0.5659428990689044,0.5173417998089155,0.03436616685985861,2
RFQ-002234,Wretched Hive Digital,worst_of,1.1666,0.6,0,90,0.2717,250000,First Order Financial,TRD-010,2020-03-23,False,,,,0.28500000000000003,0.31,0.26,0.03535533905932739,0.5238600898989172,0.6106094474972856,0.4371107323005488,0.12268211804276609,2
RFQ-008018,Mandalorian Twin-Win,single,1.2445,0.752,0,180,0.3239,2000000,Alderaan Wealth Partners,TRD-028,2020-03-23,False,,,,0.3,0.3,0.3,0.0,0.5583384108533006,0.5583384108533006,0.5583384108533006,0.0,1
RFQ-010386,Death Star Phoenix Note,worst_of,1.004,0.6545,2,180,0.3928,250000,Corellian Capital,TRD-019,2020-03-23,False,,,,0.385,0.5,0.27,0.1626345596729059,0.931663962180034,1.327812970490397,0.5355149538696712,0.560239300273167,2
RFQ-012538,Mandalorian Twin-Win,single,1.3723,0.7529,0,90,0.302,1000000,Corellian Capital,TRD-028,2020-03-23,True,2020-03-28,2026-07-18,23.26,0.26,0.26,0.26,0.0,0.4371107323005488,0.4371107323005488,0.4371107323005488,0.0,1
RFQ-017632,Kessel Run Snowball,worst_of,1.0,0.5798,4,30,0.4184,500000,First Order Financial,TRD-015,2020-03-23,False,,,,0.405,0.5,0.31,0.13435028842544405,0.9692112089938413,1.327812970490397,0.6106094474972856,0.507139474599311,2
RFQ-017987,Sith Eternal Snowball,worst_of,1.0,0.6208,2,90,0.4382,250000,Kamino Cloning Trust,TRD-032,2020-03-23,True,2020-03-27,2024-09-07,52.47,0.37333333333333335,0.5,0.27,0.1167618659209133,0.8097569411429908,1.327812970490397,0.5355149538696712,0.4489075652288143,3
RFQ-018817,Mandalorian Twin-Win,single,1.3965,0.841,0,1,0.3863,1000000,Nal Hutta Traders,TRD-014,2020-03-23,True,2020-03-25,2029-08-17,5.77,0.42,0.42,0.42,0.0,0.6464387463351869,0.6464387463351869,0.6464387463351869,0.0,1
RFQ-024265,Death Star Phoenix Note,worst_of,1.0438,0.5685,3,30,0.4259,5000000,First Order Financial,TRD-030,2020-03-23,True,2020-03-24,2027-09-22,72.52,0.385,0.5,0.27,0.1626345596729059,0.931663962180034,1.327812970490397,0.5355149538696712,0.560239300273167,2
RFQ-002634,Death Star Phoenix Note,worst_of,1.0108,0.5544,3,180,0.264,1000000,Banco de Coruscant,TRD-001,2020-03-24,True,2020-03-25,2024-07-19,32.04,0.24,0.3,0.18,0.08485281374238571,0.453672830106123,0.5452319147127666,0.3621137454994795,0.12948409920918094,2
RFQ-003588,Holocron Reverse Convertible,single,1.1915,0.7103,0,30,0.2006,1000000,First Order Financial,TRD-006,2020-03-24,True,2020-03-28,2029-08-13,6.27,0.18,0.18,0.18,0.0,0.3621137454994795,0.3621137454994795,0.3621137454994795,0.0,1
RFQ-005303,Mandalorian Twin-Win,single,1.3858,0.7854,0,30,0.1302,250000,Corellian Capital,TRD-020,2020-03-24,True,2020-03-29,2028-05-06,58.32,0.11,0.11,0.11,0.0,0.2121109840572284,0.2121109840572284,0.2121109840572284,0.0,1
RFQ-005560,Death Star Phoenix Note,worst_of,1.0463,0.6461,2,90,0.2274,5000000,Chandrila Sovereign Fund,TRD-021,2020-03-24,True,2020-03-25,2025-10-30,36.67,0.20500000000000002,0.26,0.15,0.07778174593052024,0.36122685647801844,0.4414244102385135,0.2810293027175234,0.11341646819723748,2
RFQ-015928,Wretched Hive Digital,worst_of,1.31,0.6,0,180,0.28,100000,Kamino Cloning Trust,TRD-018,2020-03-24,False,,,,0.25,0.32,0.18,0.09899494936611666,0.45935954037735777,0.556605335255236,0.3621137454994795,0.1375263220000475,2
RFQ-018902,Wretched Hive Digital,worst_of,1.2091,0.6,0,30,0.2683,100000,Alderaan Wealth Partners,TRD-003,2020-03-24,True,2020-03-29,2028-03-21,62.38,0.31,0.32,0.3,0.014142135623730963,0.5509186249840012,0.556605335255236,0.5452319147127666,0.008042222790866591,2
RFQ-020148,Sith Eternal Snowball,worst_of,1.0,0.606,4,60,0.2056,250000,Nal Hutta Traders,TRD-012,2020-03-24,True,2020-03-25,2026-05-21,40.41,0.20000000000000004,0.28,0.14,0.0721110255092798,0.3854608401584935,0.5141874324695426,0.2800813425064585,0.11878649107206436,3
RFQ-021161,Mandalorian Twin-Win,single,1.3459,0.7678,0,30,0.2868,100000,Kamino Cloning Trust,TRD-033,2020-03-24,True,2020-03-28,2026-06-18,10.94,0.32,0.32,0.32,0.0,0.556605335255236,0.556605335255236,0.556605335255236,0.0,1
